20/07/2017 16:12:37: Falha no recebimento dos dados (Q20-002_1).
21/07/2017 10:46:08: Over-Range no Ganho de Tensão (Q20-002_1).
21/07/2017 11:04:23: Over-Range no Ganho de Tensão (Q20-002_1).
21/07/2017 15:08:34: Falha no recebimento dos dados (Q20-003_1).
21/07/2017 15:20:02: Falha no recebimento dos dados (Q20-003_1).
21/07/2017 16:45:00: Over-Range no Ganho de Tensão (Q20-003_1).
24/07/2017 10:53:07: Desvio Padrao elevado (Q20-003_1).
24/07/2017 13:44:11: Over-Range no Ganho de Tensão (Q20-003_1).
24/07/2017 13:44:58: Falha no recebimento dos dados (Q20-003_1).
24/07/2017 14:23:01: Over-Range no Ganho de Tensão (Q20-003_1).
24/07/2017 15:05:42: Falha no recebimento dos dados (Q20-003_1).
25/07/2017 15:09:25: Over-Range no Ganho de Tensão (Q20-003_1).
25/07/2017 15:14:15: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:15:00: Falha no recebimento dos dados (Q20-003_1).
25/07/2017 15:15:45: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:16:29: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:22:54: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:23:39: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:24:24: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:26:17: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:30:44: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:31:29: Falha no recebimento dos dados (Q20-003_1).
25/07/2017 15:32:15: Desvio Padrao elevado (Q20-003_1).
25/07/2017 15:33:00: Desvio Padrao elevado (Q20-003_1).
25/07/2017 16:26:42: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 08:16:56: Desvio Padrao elevado (Q20-003_1).
26/07/2017 08:17:41: Desvio Padrao elevado (Q20-003_1).
26/07/2017 08:18:25: Desvio Padrao elevado (Q20-003_1).
26/07/2017 08:23:31: Desvio Padrao elevado (Q20-003_1).
26/07/2017 08:50:14: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 08:50:59: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 08:59:36: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 13:28:37: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 13:32:12: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 13:43:44: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 13:44:29: Desvio Padrao elevado (Q20-003_1).
26/07/2017 13:45:14: Desvio Padrao elevado (Q20-003_1).
26/07/2017 13:45:59: Desvio Padrao elevado (Q20-003_1).
26/07/2017 13:47:33: Desvio Padrao elevado (Q20-003_1).
26/07/2017 15:05:41: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 15:30:16: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 15:33:46: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 16:50:54: Falha no recebimento dos dados (Q20-003_1).
26/07/2017 16:55:08: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 08:24:30: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 08:33:18: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 09:34:01: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 09:38:44: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 09:56:52: Falha no recebimento dos dados (Q20-003_1).
27/07/2017 14:35:55: Falha no recebimento dos dados (Q20-003_G5_1).
27/07/2017 14:38:05: Falha no recebimento dos dados (Q20-003_G5_1).
27/07/2017 14:41:45: Falha no recebimento dos dados (Q20-003_G50_1).
27/07/2017 14:58:39: Falha no recebimento dos dados (Q20-003_Test_Var_I_1).
27/07/2017 15:08:19: Falha no recebimento dos dados (Q20-003_Test_Var_I_1).
27/07/2017 15:09:04: Falha no recebimento dos dados (Q20-003_Test_Var_I_1).
27/07/2017 15:33:18: Falha no recebimento dos dados (Q20-003_Test_Var_I_F7_1).
27/07/2017 16:03:04: Falha no recebimento dos dados (Q20-003_Test_Var_I_F7_1).
27/07/2017 17:00:45: Falha no recebimento dos dados (Q20-003_Test_Var_I_F7_1).
07/08/2017 09:54:03: Falha no recebimento dos dados (Q30-003_1).
07/08/2017 09:54:48: Falha no recebimento dos dados (Q30-003_1).
07/08/2017 09:55:33: Falha no recebimento dos dados (Q30-003_1).
07/08/2017 12:11:25: Falha no recebimento dos dados (Q20-003_1).
07/08/2017 15:33:38: Falha no recebimento dos dados (Q20-003_1).
09/08/2017 15:24:46: Over-Range no Ganho de Tensão (Q20-003_1).
09/08/2017 16:19:49: Over-Range no Ganho de Tensão (Q20-003_7).
10/08/2017 11:26:03: Falha no recebimento dos dados (Q20-003_5).
18/08/2017 12:18:13: Falha no recebimento dos dados (Q20-003_dclink_Novo_6).
18/08/2017 12:24:01: Falha no recebimento dos dados (Q20-003_dclink_Novo_12).
18/08/2017 12:24:46: Falha no recebimento dos dados (Q20-003_dclink_Novo_12).
21/08/2017 09:24:32: Falha no recebimento dos dados (Q20-003_dclink_Novo_4).
21/08/2017 09:41:09: Falha no recebimento dos dados (Q20-003_dclink_Novo_23).
21/08/2017 09:44:19: Falha no recebimento dos dados (Q20-003_dclink_Novo_26).
21/08/2017 16:46:55: Falha no recebimento dos dados (Q20-003_dclink_Novo_180_1).
22/08/2017 09:50:33: Falha no recebimento dos dados (Q20-003_dclink_Novo_180_17).
23/08/2017 11:19:53: Falha no recebimento dos dados (Q20-003_dclink_Novo_180_1).
24/08/2017 09:21:52: Desvio Padrao elevado (Q20-003_realinhamento_1).
24/08/2017 09:27:49: Desvio Padrao elevado (Q20-003_realinhamento_1).
24/08/2017 09:28:34: Desvio Padrao elevado (Q20-003_realinhamento_1).
24/08/2017 09:29:19: Desvio Padrao elevado (Q20-003_realinhamento_1).
24/08/2017 11:22:23: Falha no recebimento dos dados (Q20-003_realinhamento_1).
24/08/2017 14:32:33: Falha no recebimento dos dados (Q20-003_realinhamento_1).
24/08/2017 14:33:18: Falha no recebimento dos dados (Q20-003_realinhamento_1).
24/08/2017 15:20:26: Falha no recebimento dos dados (Q20-003_realinhamento_1).
25/08/2017 13:30:36: Falha no recebimento dos dados (Q20-003_SBG-2_1).
25/08/2017 14:43:56: Falha no recebimento dos dados (Q20-003_SBG-2_1).
